NUMBER,MAG_APER,MAGERR_APER,MAG_AUTO,MAGERR_AUTO,MAG_PETRO,MAGERR_PETRO,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000
20678,20.792511,0.064609155,20.481499,0.098380625,20.389576,0.10797381,3543.209,7746.498,318.994234720036,-0.19890164560292675
20679,20.86731,0.068781696,20.226254,0.095920205,20.133911,0.12468456,5274.8345,7749.544,318.72968993282706,-0.19843583185128785
20680,19.31338,0.020987952,19.14569,0.025856238,19.155489,0.031924263,5500.6436,7752.545,318.6951928300586,-0.19797695276893307
20681,19.965021,0.03351937,19.702179,0.04650613,19.623964,0.05305427,4067.3906,7750.2573,318.91415409954163,-0.19832763978102655
20682,21.850716,0.15958479,21.804457,0.1582738,21.976961,0.36999628,8294.061,7739.819,318.2684588678392,-0.19991025628011538
20683,20.509865,0.051290788,20.402761,0.07236702,20.290316,0.085694484,7805.121,7748.6035,318.3431476596129,-0.19857105646933387
20684,20.850157,0.06799542,20.576666,0.10708779,20.473131,0.116388395,8251.3,7749.2783,318.2749909315823,-0.19846551865415538
20685,19.934845,0.032837633,19.287518,0.0480366,19.205416,0.0802234,6190.633,7760.8003,318.5897833953275,-0.1967142542782367
20686,21.691542,0.13902014,20.996922,0.17658907,21.645597,0.21018882,1919.5599,7747.298,319.2422801593493,-0.19877620463457926
20687,21.359304,0.10416951,21.218792,0.15277937,21.222597,0.1650885,9113.074,7745.549,318.14335421938455,-0.19902969141710905
20688,19.383905,0.022036757,19.141111,0.028385138,19.073454,0.038550377,8675.981,7754.0337,318.2101197410249,-0.19773653745756875
20689,18.623905,0.013390194,18.350155,0.016040068,18.315632,0.018842982,7428.884,7764.136,318.4006219254786,-0.19620003259671712
20690,22.174438,0.21317051,21.79213,0.2561039,22.107767,0.25537384,6781.8867,7745.12,318.4994591334996,-0.199107628528606
20691,22.214962,0.22117534,21.443205,0.18813749,21.344673,0.17887464,5235.7866,7742.6006,318.7356552948009,-0.1994965583521413
20692,22.174047,0.21275753,22.03001,0.17035562,22.38775,0.4752021,8226.283,7744.858,318.27881221514474,-0.1991408790207847
20693,21.812712,0.15446432,21.73022,0.14827497,22.191034,0.5063401,465.48517,7744.7944,319.46440902216796,-0.19915248519282192
20694,19.410624,0.02240122,19.072796,0.030398106,19.039886,0.032471925,5092.017,7761.0654,318.7576193543179,-0.1966760084864219
20695,20.793213,0.06464659,20.413488,0.092227675,20.419619,0.08920614,7580.261,7754.185,318.37749722948297,-0.19771949436661912
20696,20.832047,0.06684578,20.524683,0.09385896,20.523718,0.09871153,7035.29,7752.1772,318.46074819557896,-0.1980286262570024
20697,18.967182,0.01665224,18.690401,0.021073112,18.648397,0.026904851,7136.2046,7763.7666,318.44533223996535,-0.19625777344640505
20698,21.96281,0.17629118,21.870523,0.19872965,21.801247,0.21610999,3270.9683,7749.7563,319.0358255174538,-0.1984036414473907
20699,17.547573,0.007228404,17.251968,0.007885163,17.23397,0.008279362,7933.664,7776.769,318.32351224603616,-0.19426786305746435
20700,17.969742,0.009112439,17.679575,0.010290232,17.66455,0.010879759,4733.1455,7770.3086,318.81244494243583,-0.19526429197835485
20701,20.433794,0.048261277,20.201632,0.073282294,19.999142,0.08649294,5856.8623,7758.2217,318.64077320793615,-0.1971090153307672
20702,15.274609,0.0023531406,14.871755,0.0021038933,14.871755,0.0021038933,1635.8467,7812.058,319.2856212405641,-0.18888230116572782
20703,21.077856,0.082093716,20.84321,0.11755383,20.845371,0.119751945,3148.9067,7753.024,319.05447309087725,-0.19790425422375252
20704,21.613941,0.12992471,19.857092,0.090445004,19.355122,0.077318646,4233.986,7758.3154,318.8887029057872,-0.19709667701064887
20705,20.95183,0.07390124,20.250406,0.10269612,20.326897,0.09786709,1900.2034,7759.3794,319.2452370706869,-0.19693048236743446
20706,20.30601,0.043643862,20.0688,0.058287237,20.011454,0.06946713,1510.56,7757.3784,319.30476140616236,-0.1972347969614054
20707,22.02676,0.18639772,21.98745,0.17173454,21.97348,0.24229696,7057.676,7752.206,318.45732843117054,-0.19802414839057034
20708,17.690968,0.00781336,17.399588,0.00864062,17.37568,0.009080912,7605.3076,7777.2314,318.3736715207438,-0.19419883506532373
20709,16.518364,0.00427373,16.201475,0.0042317803,16.201475,0.0042317803,2012.1232,7787.647,319.2281390562542,-0.19261256845178626
20710,19.418575,0.022565776,18.3653,0.029967995,18.187075,0.03610622,5838.7334,7777.746,318.6435429320725,-0.19412643101441884
20711,17.628801,0.0075515034,17.333069,0.00825779,17.333069,0.00825779,7106.081,7780.5483,318.44993425965004,-0.19369432776688264
20712,21.403732,0.10846734,20.715431,0.12860928,21.07155,0.12478593,5554.697,7753.304,318.68693511067016,-0.19786091364159641
20713,21.546911,0.12266618,21.44839,0.18393351,21.363213,0.21269499,2536.6033,7753.835,319.14801520581307,-0.19777921874867985
20714,20.913439,0.07157066,20.873077,0.09305959,20.735668,0.12189019,366.70862,7757.265,319.4794976452517,-0.19724693724913256
20715,20.105227,0.037293956,20.225996,0.045972396,21.286926,0.14278685,5359.3643,7754.438,318.7167762415961,-0.19768799649422436
20716,15.666305,0.0028324323,15.35037,0.0026455286,15.35037,0.0026455286,87.68791,7803.8394,319.52211874608514,-0.19013088457161037
20717,18.16002,0.010152415,17.854969,0.011637321,17.835236,0.012318799,2639.8137,7778.8535,319.13224754977927,-0.19395754167970575
20718,22.118464,0.2029862,21.859213,0.2509048,21.777378,0.2509804,3299.1848,7754.031,319.03151481186546,-0.197750679231427
20719,21.864819,0.16208121,21.27377,0.18718407,21.287169,0.17293912,8279.803,7756.1777,318.27063707318524,-0.19741142234012118
20720,21.80895,0.15371574,21.383823,0.15155573,21.461273,0.29339918,3773.7925,7761.144,318.95900787423807,-0.1966644334249857
20721,18.103333,0.009829367,17.793972,0.011086591,17.769686,0.011778301,3533.3562,7777.6655,318.99573986071636,-0.19414033291685848
20722,21.20099,0.091317326,20.891169,0.12677243,20.827236,0.1554056,681.70197,7762.267,319.4313797065277,-0.19648450028544862
20723,21.835535,0.15734662,21.710993,0.20870316,21.74446,0.3414679,2054.2356,7758.7646,319.221705934455,-0.19702489351681216
20724,20.199968,0.04019569,19.91153,0.057876818,19.871325,0.06390969,4569.439,7764.853,318.8374547669061,-0.19609782406740206
20725,19.147144,0.01873351,18.822678,0.02549001,18.79949,0.02688501,5088.353,7774.015,318.7581791867732,-0.1946976928715478
20726,21.207527,0.09156129,20.504541,0.12583064,20.535896,0.221105,802.83215,7764.0493,319.4128758353866,-0.19621276575215546
20727,21.452036,0.11308057,21.406141,0.13327104,21.69447,0.31221992,3656.6873,7762.0303,318.97689834230596,-0.19652894426829895
20728,21.865707,0.16195567,21.387363,0.18927339,21.26905,0.18176082,2059.8787,7759.46,319.2208438479625,-0.19691866224486174
20729,18.896482,0.01589578,18.620907,0.019688994,18.591206,0.022638883,7859.242,7775.364,318.3348807625843,-0.19448291527115816
20730,21.872482,0.16330494,21.316553,0.18972322,21.388811,0.1706497,6590.6147,7760.805,318.5286792118555,-0.19671223129162077
20731,15.880671,0.0031374656,15.560935,0.0029678254,15.560935,0.0029678254,928.6418,7805.697,319.3936563706178,-0.18985128014607874
20732,21.465315,0.11464129,21.40047,0.12415495,21.390694,0.20907679,1164.521,7760.497,319.3576236794695,-0.19675708390879032
20733,20.567083,0.053849775,20.185701,0.07811646,20.124058,0.09101828,8352.778,7768.8247,318.25949000088946,-0.19547904927299528
20734,17.207058,0.0060453964,16.904043,0.0063211187,16.886923,0.0065916213,6274.5474,7793.073,318.576964315178,-0.19178388377321887
20735,19.99596,0.03440744,19.78605,0.04200601,19.748552,0.05898869,3863.0176,7766.572,318.9453767179841,-0.19583531240509544
20736,18.4992,0.012417265,18.245516,0.014783389,18.222324,0.015564313,1530.3044,7776.071,319.3017449120039,-0.1943794403485945
20737,22.404127,0.26145554,22.331747,0.26219168,22.48687,0.50775164,537.7588,7758.5947,319.45336838141276,-0.19704476308693075
20738,18.059433,0.009582486,17.789215,0.01081833,17.77455,0.011564336,3005.5244,7780.8315,319.07637764877734,-0.19365601667634705
20739,18.937286,0.016291881,18.66197,0.020469248,18.611198,0.02284581,2492.7373,7778.608,319.15471638522706,-0.19399474562410202
20740,20.353159,0.04532473,20.181276,0.06167495,20.194855,0.07476225,3556.9873,7768.517,318.9921297021573,-0.19553790035513466
20741,18.493904,0.012364216,18.247946,0.014677467,18.21566,0.015445373,684.5716,7787.767,319.4309408967205,-0.1925890838621075
20742,21.221869,0.092955224,20.975054,0.15177298,20.975054,0.15177298,8691.415,7767.612,318.2077625695769,-0.1956623261859581
20743,21.022768,0.07837326,20.684093,0.10919464,20.573235,0.12920257,277.1107,7768.069,319.4931841170605,-0.1955961449212552
20744,21.521832,0.12002758,21.535011,0.13771644,21.711044,0.27682316,3336.0469,7762.998,319.0258832816991,-0.1963808389033674
20745,19.534832,0.024492612,19.227137,0.032462616,19.17325,0.037338305,93.45259,7775.017,319.5212387520585,-0.19453373480871744
20746,21.879238,0.16402389,21.739182,0.1226551,22.84626,0.6920109,9280.357,7761.5513,318.11780282464184,-0.1965840990091739
20747,21.67829,0.13731515,21.274033,0.16160046,21.189604,0.27570444,769.34216,7764.053,319.41799177011427,-0.1962120121128721
20748,22.394964,0.25869212,21.877089,0.22681792,22.108047,0.25543863,8661.994,7764.051,318.2122564115283,-0.1962064650044087
20749,99.0,99.0,19.283205,0.01936994,19.283205,0.01936994,9279.458,7764.805,318.1179402186993,-0.19608713578013304
20750,20.993296,0.07640463,20.496647,0.10414702,20.510256,0.10502042,2630.3208,7772.5415,319.13369782007396,-0.19492179157414852
20751,21.191685,0.09033606,20.895086,0.1244984,20.86376,0.106899306,2071.2732,7771.822,319.2191030256457,-0.1950302772467176
20752,20.515598,0.051692393,19.457033,0.0590361,19.44757,0.090920456,2265.704,7785.4937,319.18939998705275,-0.19294224480891276
20753,18.107912,0.009853113,17.832745,0.011156717,17.8132,0.011799507,6120.69,7792.578,318.6004688338016,-0.19185994697585795
20754,21.53208,0.121007025,21.277231,0.15215823,21.313715,0.14749265,5197.037,7767.047,318.741575246577,-0.1957620758658689
20755,99.0,99.0,19.196356,0.019106861,19.196356,0.019106861,9280.404,7768.983,318.1177958019239,-0.19544896291250013
20756,19.560139,0.024938097,19.265718,0.03060378,19.21149,0.0455366,836.5094,7782.115,319.4077309719096,-0.19345320214471853
20757,22.00189,0.18392044,21.81333,0.16801983,21.756037,0.18628664,4768.2056,7768.403,318.8070887553864,-0.19555543647632942
20758,19.270054,0.020340182,19.031181,0.024997905,18.987219,0.030397736,8541.608,7785.462,318.23064598952413,-0.19293657129900937
20759,20.764534,0.06322214,20.5308,0.09483095,20.545555,0.091773905,6842.665,7776.0425,318.49017479174967,-0.19438365621919354
20760,21.123634,0.08514774,21.050367,0.102187864,21.036678,0.16250084,8417.783,7774.4785,318.2495604217325,-0.1946150298512977
20761,21.082258,0.082516395,20.174515,0.10189891,20.095633,0.11829497,813.3881,7782.4185,319.4112629897834,-0.1934067932381894
20762,16.980341,0.005382421,16.669674,0.005570129,16.652296,0.005778515,3751.5752,7806.9297,318.96240198268407,-0.18966998020064244
20763,22.083334,0.19644444,21.778643,0.23882651,21.91656,0.23739912,865.97986,7770.255,319.40322924823255,-0.1952651581982611
20764,18.601257,0.013189471,18.298069,0.01578912,18.284306,0.016745586,351.39072,7792.1294,319.48183689590593,-0.1919210393911705
20765,21.732529,0.14420326,21.541304,0.15748788,21.57009,0.21648844,7161.8945,7771.0303,318.4414079303251,-0.1951480837752004
20766,20.795628,0.064643465,20.558891,0.07892219,20.495037,0.10478184,5882.981,7778.531,318.63678326704655,-0.19400641142343844
20767,21.298996,0.09884862,20.847927,0.15330714,20.635862,0.1863191,3415.8047,7778.1206,319.0136984479043,-0.19407069431012772
20768,21.610949,0.12948807,21.622007,0.18041557,21.625845,0.26627272,7274.275,7776.25,318.42424045059647,-0.19435025545283985
20769,20.107122,0.037476838,19.80206,0.05199077,19.658522,0.07038438,3592.0935,7785.0923,318.9867664022603,-0.1930058596966615
20770,19.0007,0.017008603,18.758904,0.020693002,18.705404,0.02418758,8256.328,7791.327,318.27422365985905,-0.19204227257606854
20771,21.139458,0.08654419,20.799183,0.111760825,20.80229,0.16115284,1845.0873,7777.769,319.2536567691931,-0.1941210969051495
20772,19.839602,0.030581461,19.492178,0.038926482,19.44438,0.04926242,7038.9326,7782.7227,318.4601921544654,-0.19336243513362011
20773,20.733686,0.06151529,19.180084,0.067174815,19.234694,0.06842552,2490.878,7801.605,319.1550002592837,-0.19048159785948934
20774,22.296127,0.23777552,22.19261,0.24327886,22.224207,0.29726318,7955.6147,7774.2007,318.3201591043166,-0.194660048203086
20775,20.789078,0.06433904,20.664417,0.07694217,20.668911,0.11284188,2150.0723,7781.602,319.2070649194635,-0.19353643682091679
20776,18.40283,0.011708794,18.139036,0.013702587,18.091412,0.015916187,6811.955,7796.9478,318.4948664147962,-0.19119022279435183
20777,16.635178,0.004527502,16.303999,0.0045239115,16.303999,0.0045239115,6666.32,7814.79,318.5171147185406,-0.1884651589141484
20778,21.178482,0.089328356,19.990559,0.09846105,19.614002,0.10366916,2506.745,7785.28,319.1525763760417,-0.19297554691622482
20779,19.583271,0.025317715,19.305176,0.036067232,19.28961,0.0378954,4575.4575,7784.809,318.83653535208623,-0.19304925731545114
20780,19.27721,0.020448303,18.958855,0.026773376,18.893759,0.03189973,8631.174,7790.35,318.2169649599192,-0.1921892997739752
20781,21.54023,0.121680774,21.390053,0.1264414,21.47739,0.22615534,4326.3877,7780.861,318.87458636769225,-0.19365251499336492
20782,20.760199,0.06295461,20.301666,0.092019945,20.42178,0.08776135,5188.824,7784.163,318.74283004050585,-0.19314729728311308
20783,20.117678,0.03765247,19.816687,0.052650265,19.786636,0.06331571,7435.794,7787.259,318.3995667067859,-0.1926678673150412
