NUMBER,MAG_APER,MAGERR_APER,MAG_AUTO,MAGERR_AUTO,MAG_PETRO,MAGERR_PETRO,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000
10754,20.43091,0.047927678,19.294418,0.045813832,19.309414,0.0760883,7890.9146,5038.1807,318.32999188496825,-0.6126298813409946
10755,20.578707,0.05416455,20.298397,0.0813098,20.383377,0.08278176,4604.9062,5021.8496,318.83203050423856,-0.6151545581580284
10756,16.034775,0.003086286,16.14179,0.0033444418,16.676987,0.0047210734,1557.472,5025.9116,319.297630469597,-0.6145194173684456
10757,20.67368,0.058574945,20.363157,0.08294901,20.241758,0.12688664,514.785,5029.252,319.456927544325,-0.6139947865730901
10758,17.020382,0.0050594276,16.740463,0.0054282043,16.740463,0.0054282043,8660.572,5054.2305,318.2124131720266,-0.6101643191017385
10759,17.88571,0.0081154825,17.647415,0.009505466,17.629606,0.010038537,243.06192,5041.29,319.4984386372701,-0.6121513066403687
10760,20.337395,0.044413663,20.270885,0.067760475,20.1383,0.08795214,52.331253,5027.2417,319.5275765990599,-0.6142940882204805
10761,18.481844,0.011603335,18.246883,0.014380437,18.205462,0.016315319,7962.7246,5036.5464,318.31902135314044,-0.612878366497669
10762,17.619734,0.0069798785,17.340353,0.00789208,17.321121,0.008295752,6700.0107,5052.3564,318.51193317281127,-0.610480386161759
10763,19.80207,0.029172692,19.647236,0.03672629,19.614782,0.045365613,1332.4121,5033.18,319.3320146501532,-0.6134063191453369
10764,21.977245,0.18123513,21.903273,0.21368404,22.081762,0.36938316,7562.137,5022.655,318.38021986678206,-0.6150068979288816
10765,21.750353,0.14851673,21.131527,0.18952447,21.004,0.19417469,4719.1816,5027.977,318.814570852617,-0.6142181694489467
10766,21.268461,0.09720986,20.878716,0.1411506,20.779976,0.17493407,5117.051,5030.2773,318.7537820668697,-0.613865458676828
10767,21.815699,0.15699331,21.501549,0.21268961,21.752806,0.32326597,8553.324,5026.656,318.22879628568455,-0.6143788298567366
10768,12.097103,4.8924854E-4,11.682394,4.096127E-4,11.682394,4.096127E-4,4729.1987,5228.6416,318.81304089271737,-0.5835612439850278
10769,21.584164,0.12806591,21.014101,0.15741536,20.947346,0.15278836,4366.7153,5026.4146,318.8684228148626,-0.6144574527335612
10770,20.897026,0.07058432,20.819939,0.090742186,20.636047,0.10686154,5550.673,5029.557,318.68753119269996,-0.6139733103613096
10771,18.901411,0.015226902,18.62371,0.020560853,18.59276,0.022649454,4494.324,5045.1846,318.8489259667777,-0.6115897283158027
10772,20.984037,0.07617138,20.78608,0.13482237,20.850613,0.12699655,4145.87,5029.7095,318.902164991229,-0.6139541733808827
10773,20.251854,0.041502807,20.09412,0.058070537,20.026083,0.07263856,1242.2418,5033.3926,319.3457906123848,-0.6133727009339822
10774,21.581379,0.12765342,21.559969,0.14061205,21.509865,0.1725723,7660.409,5028.6816,318.36520655954666,-0.6140847028816445
10775,20.400055,0.04670432,20.196041,0.07357691,20.180216,0.07920484,8168.625,5031.8735,318.28756590631525,-0.6135887473976149
10776,17.580606,0.0068290047,17.324196,0.007882968,17.303806,0.00829449,1007.6518,5067.082,319.3816298633808,-0.6082227997559959
10777,17.791737,0.0076893265,17.546665,0.008717697,17.509315,0.010027334,4781.1187,5053.071,318.8051077790242,-0.6103843024642078
10778,21.904951,0.1708871,21.753145,0.18434392,21.721039,0.28810465,7049.9917,5028.0015,318.4584633196185,-0.6141971080070212
10779,21.237148,0.09460901,21.236,0.10879898,21.342505,0.20214802,9188.614,5031.2393,318.1317480814541,-0.6136656523192244
10780,17.461008,0.006401278,17.203014,0.007134053,17.181385,0.007542924,8766.592,5057.3945,318.1962173016167,-0.6096788458002277
10781,20.870443,0.06896294,20.689188,0.08166142,20.73759,0.14192653,4792.8364,5035.765,318.8033174365175,-0.6130282037250572
10782,20.160814,0.038585614,19.000479,0.046441566,18.97494,0.055155702,7974.195,5045.8203,318.31726921523284,-0.6114614033697124
10783,18.502234,0.011753196,18.230522,0.014294125,18.17435,0.016681384,6979.857,5051.5723,318.46917870925625,-0.6105969233072099
10784,20.692617,0.059508774,20.386898,0.089168146,20.379791,0.087023236,7065.0483,5034.4565,318.45616311951085,-0.6132107477223216
